trait,species,mean,max
SLA,Austrostipa.bigeniculata,6.091525120055556,8.4073259015
SLA,Austrostipa.scabra,6.0299855226,7.4153075396000006
SLA,Avena.barbata,22.154708318461537,25.36
SLA,Avena.sativa,23.846,28.424
SLA,Bothriochloa.macra,15.5644614302,17.594395605
SLA,Bromus.diandrus,31.5482583,31.5482583
SLA,Bromus.hordeaceus,28.000300752105264,34.67400000000001
SLA,Bulbine.bulbosa,33.38,33.38
SLA,Carduus.nutans,17.05,19.099999999999998
SLA,Carex.inversa,7.892276777666667,8.502325664
SLA,Carthamus.lanatus,7.74,7.74
SLA,Centaurium.erythraea,22.988333333333333,29.02
SLA,Cerastium.glomeratum,21.0825,26.935000000000002
SLA,Chloris.truncata,11.55,11.55
SLA,Chondrilla.juncea,12.207536374551724,16.355074562
SLA,Cirsium.vulgare,15.387060506941177,18.74
SLA,Convolvulus.erubescens,14.92218061625,17.586416976
SLA,Cynodon.dactylon,32.25857142857143,42.782000000000004
SLA,Daucus.glochidiatus,45.74,45.74
SLA,Desmodium.varians,12.539610197833333,14.436858310000002
SLA,Digitaria.brownii,17.39,17.39
SLA,Echium.plantagineum,32.85,41.050000000000004
SLA,Eragrostis.brownii,7.87,7.87
SLA,Erodium.cicutarium,32.70967033,51.68303296999999
SLA,Erodium.crinitum,16,16
SLA,Hirschfeldia.incana,22.676666666666666,30.85
SLA,Holcus.lanatus,31.27891779051282,44.012
SLA,Hordeum.leporinum,25.75,25.75
SLA,Hypericum.perforatum,27.16016020918919,44.408363638
SLA,Hypochaeris.glabra,34.05,50.838
SLA,Hypochaeris.radicata,20.55880100285714,25.442084649
SLA,Isoetopsis.graminifolia,21.73,21.73
SLA,Juncus.bufonius,17.8693632225,21.794217023
SLA,Lolium.perenne,27.461685635227273,35.05033985000001
SLA,Lomandra.filiformis,5.398061786380953,6.951255605
SLA,Lythrum.hyssopifolia,24.2075,25.120000000000005
SLA,Marrubium.vulgare,14.2,14.2
SLA,Microlaena.stipoides,13.394264965,15.11669544
SLA,Myosotis.discolor,33.12714285714286,46.6
SLA,Panicum.effusum,12.454046851625,15.519820207999999
SLA,Paspalum.dilatatum,17.245717715,17.746683135
SLA,Plantago.lanceolata,16.013746611271028,24.763180490000003
SLA,Poa.sieberiana,5.698930055,5.8137129134
SLA,Rosa.rubiginosa,11.216666666666667,13.108
SLA,Rumex.brownii,12.92,12.92
SLA,Rumex.obtusifolius,31.3609650925,45.379999999999995
SLA,Silene.gallica,34.74,43.163999999999994
SLA,Solanum.nigrum,23.04,32.97999999999999
SLA,Sonchus.asper,24.973895913333333,34.8
SLA,Sonchus.oleraceus,35.99370140655556,48.49999999999997
SLA,Spergularia.rubra,16.792506145,20.398501229
SLA,Themeda.australis,15.0494938503125,16.535440505
SLA,Tragopogon.dubius,21.904975980833335,26.857000000000003
SLA,Trifolium.angustifolium,20.42693845,23.524652279999998
SLA,Trifolium.arvense,17.90977910875,20.754763009
SLA,Trifolium.campestre,27.083333333333332,30.8
SLA,Trifolium.dubium,28.722991658461538,35.664
SLA,Trifolium.sp,33.15798674,33.15798674
SLA,Trifolium.striatum,21.396153846153847,23.826
SLA,Trifolium.subterraneum,25,25
SLA,Unknown.grass,72.83584304666667,89.54527449300001
SLA,Verbascum.thapsus,16.91821751333333,24.89915254
SLA,Verbascum.virgatum,13.1,13.1
SLA,Vulpia.bromoides,20.86,30.22
SLA,Vulpia.myuros,22.383333333333333,28.4
SLA,Wahlenbergia.communis,23.92,23.92
Vegetative.height,Acaena.agnipila,0.26,0.276
Vegetative.height,Acetosella.vulgaris,0.3293421052631579,0.40900000000000014
Vegetative.height,Aira.sp,0.17076923076923078,0.22200000000000003
Vegetative.height,Austrostipa.bigeniculata,0.30333333333333334,0.47
Vegetative.height,Austrostipa.scabra,0.3070588235294118,0.4734999999999999
Vegetative.height,Avena.barbata,0.5058333333333334,0.695
Vegetative.height,Avena.fatua,0.756625,0.9620000000000001
Vegetative.height,Bothriochloa.macra,0.11151351351351352,0.19
Vegetative.height,Bromus.diandrus,0.652421875,0.8240000000000001
Vegetative.height,Bromus.hordeaceus,0.3491818181818182,0.526
Vegetative.height,Bromus.rubens,0.24727272727272728,0.31
Vegetative.height,Carex.inversa,0.38083333333333336,0.445
Vegetative.height,Chondrilla.juncea,0.51295,0.7120000000000001
Vegetative.height,Convolvulus.erubescens,0.297,0.48199999999999993
Vegetative.height,Cynoglossum.suaveolens,0.195,0.30300000000000005
Vegetative.height,Desmodium.varians,0.22416666666666668,0.35
Vegetative.height,Echium.plantagineum,0.3525,0.45400000000000007
Vegetative.height,Eragrostis.curvula,0.295,0.347
Vegetative.height,Geranium.solanderi,0.10333333333333333,0.118
Vegetative.height,Holcus.lanatus,0.6127272727272727,0.69
Vegetative.height,Hypericum.perforatum,0.59375,0.96
Vegetative.height,Hypochaeris.glabra,0.0351,0.06199999999999999
Vegetative.height,Hypochaeris.radicata,0.07597368421052632,0.14300000000000004
Vegetative.height,Juncus.subsecundus,0.385,0.385
Vegetative.height,Lactuca.serriola,0.36,0.36
Vegetative.height,Lomandra.filiformis,0.27130952380952383,0.35899999999999993
Vegetative.height,Microlaena.stipoides,0.22923076923076924,0.365
Vegetative.height,Oxalis.perennans,0.13,0.157
Vegetative.height,Panicum.effusum,0.13636363636363635,0.19
Vegetative.height,Paspalum.dilatatum,0.615,0.6829999999999999
Vegetative.height,Petrorhagia.nanteuilii,0.38625,0.5
Vegetative.height,Phalaris.aquatica,0.845,0.909
Vegetative.height,Plantago.lanceolata,0.1882875,0.3
Vegetative.height,Poa.labillardierei,0.5066666666666667,0.606
Vegetative.height,Poa.sieberiana,0.52,0.566
Vegetative.height,Rumex.brownii,0.45666666666666667,0.624
Vegetative.height,Rytidosperma.caespitosum,0.20714285714285716,0.23600000000000002
Vegetative.height,Salvia.verbenaca,0.2,0.2
Vegetative.height,Taraxacum.officinale,0.08,0.10999999999999999
Vegetative.height,Themeda.australis,0.22324561403508772,0.382
Vegetative.height,Tragopogon.dubius,0.7988999999999999,1.057
Vegetative.height,Tricoryne.elatior,0.325,0.389
Vegetative.height,Trifolium.arvense,0.15810227272727273,0.24299999999999997
Vegetative.height,Trifolium.dubium,0.08499999999999999,0.089
Vegetative.height,Trifolium.scabrum,0.07925,0.097
Vegetative.height,Trifolium.subterraneum,0.077,0.13
Vegetative.height,Unknown.grass,0.1072,0.16200000000000003
Vegetative.height,Verbascum.thapsus,0.23333333333333334,0.286
Vegetative.height,Verbascum.virgatum,0.125,0.145
Vegetative.height,Vulpia.bromoides,0.2015432098765432,0.3
Vegetative.height,Vulpia.muralis,0.41214285714285714,0.52
Vegetative.height,Vulpia.myuros,0.3013888888888889,0.44899999999999995
Vegetative.width,Acaena.agnipila,0.19,0.238
Vegetative.width,Acetosella.vulgaris,0.055645161290322584,0.09
Vegetative.width,Aira.sp,0.0054,0.010999999999999996
Vegetative.width,Austrostipa.bigeniculata,0.23102564102564102,0.3580000000000001
Vegetative.width,Austrostipa.scabra,0.1941304347826087,0.308
Vegetative.width,Avena.barbata,0.04833333333333333,0.075
Vegetative.width,Avena.fatua,0.08925,0.24300000000000005
Vegetative.width,Bothriochloa.macra,0.23791666666666667,0.39499999999999996
Vegetative.width,Bromus.diandrus,0.06028125,0.1
Vegetative.width,Bromus.hordeaceus,0.01196,0.03
Vegetative.width,Bromus.rubens,0.0037272727272727275,0.005
Vegetative.width,Carex.inversa,0.23666666666666666,0.515
Vegetative.width,Chondrilla.juncea,0.23911764705882352,0.367
Vegetative.width,Convolvulus.erubescens,0.216,0.30299999999999994
Vegetative.width,Cymbonotus.maidenii,0.4,0.4
Vegetative.width,Cymbonotus.preissianus,0.3,0.3
Vegetative.width,Cynoglossum.suaveolens,0.1875,0.29900000000000004
Vegetative.width,Desmodium.varians,0.075,0.105
Vegetative.width,Echium.plantagineum,0.0575,0.084
Vegetative.width,Eragrostis.curvula,0.595,0.759
Vegetative.width,Euphorbia.ophthalmica,0.45,0.45
Vegetative.width,Euphorbia.psammogeton,1,1
Vegetative.width,Galium.ciliare,1,1
Vegetative.width,Geranium.solanderi,0.07333333333333333,0.11199999999999999
Vegetative.width,Holcus.lanatus,0.03166666666666666,0.05199999999999999
Vegetative.width,Hypericum.perforatum,0.21625,0.41500000000000004
Vegetative.width,Hypochaeris.glabra,0.07,0.08499999999999999
Vegetative.width,Hypochaeris.radicata,0.20483333333333334,0.30200000000000005
Vegetative.width,Juncus.subsecundus,0.11,0.11
Vegetative.width,Lactuca.serriola,0.34,0.34
Vegetative.width,Lomandra.bracteata,0.2,0.2
Vegetative.width,Lomandra.brevis,0.2,0.2
Vegetative.width,Lomandra.effusa,0.6,0.6
Vegetative.width,Lomandra.filiformis,0.3273478260869565,0.524
Vegetative.width,Microlaena.stipoides,0.22833333333333333,0.33599999999999997
Vegetative.width,Oxalis.perennans,0.07375000000000001,0.101
Vegetative.width,Panicum.effusum,0.20090909090909093,0.3
Vegetative.width,Paspalum.dilatatum,1.4,1.48
Vegetative.width,Petrorhagia.nanteuilii,0.0375,0.06100000000000001
Vegetative.width,Phalaris.aquatica,0.065,0.087
Vegetative.width,Plantago.lanceolata,0.22222916666666667,0.3460000000000001
Vegetative.width,Poa.labillardierei,0.6233333333333333,0.816
Vegetative.width,Poa.sieberiana,0.6033333333333333,0.7879999999999999
Vegetative.width,Rumex.brownii,0.18000000000000002,0.274
Vegetative.width,Salvia.verbenaca,0.13,0.13
Vegetative.width,Taraxacum.officinale,0.23,0.266
Vegetative.width,Themeda.australis,0.41,0.574
Vegetative.width,Tragopogon.dubius,0.2549,0.30199999999999994
Vegetative.width,Tricoryne.elatior,0.49,0.537
Vegetative.width,Trifolium.arvense,0.03338461538461538,0.029000000000000005
Vegetative.width,Trifolium.dubium,0.015,0.015
Vegetative.width,Trifolium.scabrum,0.036250000000000004,0.05950000000000001
Vegetative.width,Trifolium.subterraneum,0.09615384615384616,0.128
Vegetative.width,Unknown.grass,0.3225,0.387
Vegetative.width,Verbascum.thapsus,0.43666666666666665,0.508
Vegetative.width,Verbascum.virgatum,0.35,0.39
Vegetative.width,Vulpia.bromoides,0.0058,0.010999999999999996
Vegetative.width,Vulpia.muralis,0.0032500000000000003,0.0037
Vegetative.width,Vulpia.myuros,0.009722222222222222,0.0165
